8.463619561618914711e-01,8.474176488795370776e-01,8.484307582007986070e-01,8.494038097132623477e-01,8.503391331555913979e-01,8.512388810405872031e-01,8.521050451928947611e-01,8.529394714687896784e-01,8.537438728869956028e-01,8.545198413671074578e-01,8.552688582448887411e-01,8.559923037105923171e-01,8.566914652968341537e-01,8.573675455258378264e-01,8.580216688116056867e-01,8.586548877003519209e-01,8.592681885220537774e-01,8.598624965169465728e-01,8.604386804930064248e-01,8.609975570637282694e-01,8.615398945096720551e-01,8.620664163021772852e-01,8.625778043232322778e-01,8.630747018116312619e-01,8.635577160621867865e-01,8.640274209018116158e-01,8.644843589636984627e-01,8.649290437785464025e-01,8.653619616997775266e-01,8.657835736779198044e-01,8.661943168977633833e-01,8.665946062905152125e-01,8.669848359319468623e-01,8.673653803364392845e-01,8.677365956558568127e-01,8.680988207913166166e-01,8.684523784251498846e-01,8.687975759796585651e-01,8.691347065086564294e-01,8.694640495272266678e-01,8.697858717846367327e-01,8.701004279849001710e-01,8.704079614590768399e-01,8.707087047930416324e-01,8.710028804141254355e-01,8.712907011397365009e-01,8.715723706908080626e-01,8.718480841726745645e-01,8.721180285257603693e-01,8.723823829482726389e-01,8.726413192929018958e-01,8.728950024393801188e-01,8.731435906445904616e-01,8.733872358717924556e-01,8.736260841004016564e-01,8.738602756176494513e-01,8.740899452933499347e-01,8.743152228389018399e-01,8.745362330515725757e-01,8.747530960450304871e-01,8.749659274670195108e-01,8.751748387050067857e-01,8.753799370805686042e-01,8.755813260332312442e-01,8.757791052944251531e-01,8.759733710521681038e-01,8.761642161070503088e-01,8.763517300200504012e-01,8.765359992526779997e-01,8.767171072999045967e-01
8.438723971817898573e-01,8.450058978462162695e-01,8.461093557886948391e-01,8.471839497830612187e-01,8.482307977312057989e-01,8.492509605422814412e-01,8.502454457189904113e-01,8.512152106764354631e-01,8.521611658165156866e-01,8.530841773786194127e-01,8.539850700853770515e-01,8.548646296004598355e-01,8.557236048138174844e-01,8.565627099683297274e-01,8.573826266405606411e-01,8.581840055871635675e-01,8.589674684674479810e-01,8.597336094516918603e-01,8.604829967239435717e-01,8.612161738873024275e-01,8.619336612789804120e-01,8.626359572018330590e-01,8.633235390784828045e-01,8.639968645336537634e-01,8.646563724098724757e-01,8.653024837212741627e-01,8.659356025498682330e-01,8.665561168882747189e-01,8.671643994326232452e-01,8.677608083290199170e-01,8.683456878767240594e-01,8.689193691909349315e-01,8.694821708278703820e-01,8.700343993746159077e-01,8.705763500060397231e-01,8.711083070108989190e-01,8.716305442891070232e-01,8.721433258219912776e-01,8.726469061172342778e-01,8.731415306300779333e-01,8.736274361622524687e-01,8.741048512399934856e-01,8.745739964724148496e-01,8.750350848914185686e-01,8.754883222742405602e-01,8.759339074496607092e-01,8.763720325888318952e-01,8.768028834816239403e-01,8.772266397993154774e-01,8.776434753444158909e-01,8.780535582883454149e-01,8.784570513976576178e-01,8.788541122494423208e-01,8.792448934365093560e-01,8.796295427629123864e-01,8.800082034303414735e-01,8.803810142158760010e-01,8.807481096415634703e-01,8.811096201362573765e-01,8.814656721901251712e-01,8.818163885022096693e-01,8.821618881214056129e-01,8.825022865811920081e-01,8.828376960284405328e-01,8.831682253466013321e-01,8.834939802735505276e-01,8.838150635143682265e-01,8.841315748492979409e-01,8.844436112371278913e-01,8.847512669142177932e-01
8.927389946664363585e-01,8.934489009107602353e-01,8.941346017740703367e-01,8.947973144860472683e-01,8.954381760065399654e-01,8.960582495349623811e-01,8.966585303963520159e-01,8.972399513726370124e-01,8.978033875391738805e-01,8.983496606593035505e-01,8.988795431833379590e-01,8.993937618929067623e-01,8.998930012268199219e-01,9.003779063204524480e-01,9.008490857870320445e-01,9.013071142660440405e-01,9.017525347611879960e-01,9.021858607878882053e-01,9.026075783482133685e-01,9.030181477491744380e-01,9.034180052787031956e-01,9.038075647521387479e-01,9.041872189407488269e-01,9.045573408926484982e-01,9.049182851554580242e-01,9.052703889091220368e-01,9.056139730164974866e-01,9.059493429985928659e-01,9.062767899406870553e-01,9.065965913349776084e-01,9.069090118648860388e-01,9.072143041356772741e-01,9.075127093556341062e-01,9.078044579716454399e-01,9.080897702627301893e-01,9.083688568947068109e-01,9.086419194389463438e-01,9.089091508578917011e-01,9.091707359598010241e-01,9.094268518249690736e-01,9.096776682054888985e-01,9.099233479004539271e-01,9.101640471083406458e-01,9.103999157581756929e-01,9.106310978209624096e-01,9.108577316027269832e-01,9.110799500204358470e-01,9.112978808619434101e-01,9.115116470310355989e-01,9.117213667785587505e-01,9.119271539205464627e-01,9.121291180441887247e-01,9.123273647024287003e-01,9.125219955979109177e-01,9.127131087569563261e-01,9.129007986941878317e-01,9.130851565683884008e-01,9.132662703301316354e-01,9.134442248616865268e-01,9.136191021096639053e-01,9.137909812108413465e-01,9.139599386115708768e-01,9.141260481811488425e-01,9.142893813195014374e-01,9.144500070595148467e-01,9.146079921643184285e-01,9.147634012198097020e-01,9.149162967226891485e-01,9.150667391642585136e-01,9.152147871102173093e-01
9.088015531906319389e-01,9.091478973386630802e-01,9.094801215491785662e-01,9.097990720459174785e-01,9.101055287568255991e-01,9.104002116816138912e-01,9.106837865392428677e-01,9.109568697885758182e-01,9.112200331018951438e-01,9.114738073596057033e-01,9.117186862248658485e-01,9.119551293487953014e-01,9.121835652500468461e-01,9.124043939066963649e-01,9.126179890934327243e-01,9.128247004927774189e-01,9.130248556054189057e-01,9.132187614816140719e-01,9.134067062929085434e-01,9.135889607610980789e-01,9.137657794593331273e-01,9.139374019985161413e-01,9.141040541106206785e-01,9.142659486392304968e-01,9.144232864464379995e-01,9.145762572442295291e-01,9.147250403575899469e-01,9.148698054257827783e-01,9.150107130475708672e-01,9.151479153755363027e-01,9.152815566641250289e-01,9.154117737755649298e-01,9.155386966473876287e-01,9.156624487249112043e-01,9.157831473617104034e-01,9.159009041908037219e-01,9.160158254690276003e-01,9.161280123968275069e-01,9.162375614154928405e-01,9.163445644836663018e-01,9.164491093347979511e-01,9.165512797170560777e-01,9.166511556170746644e-01,9.167488134687946655e-01,9.168443263485436256e-01,9.169377641574004700e-01,9.170291937918025882e-01,9.171186793032696238e-01,9.172062820480454404e-01,9.172920608273928966e-01,9.173760720192163376e-01,9.174583697016294170e-01,9.175390057690389067e-01,9.176180300412676294e-01,9.176954903661979079e-01,9.177714327163809527e-01,9.178459012800216366e-01,9.179189385467171336e-01,9.179905853882984745e-01,9.180608811350992049e-01,9.181298636479489073e-01,9.181975693861703647e-01,9.182640334718341624e-01,9.183292897505116459e-01,9.183933708487448389e-01,9.184563082284399327e-01,9.185181322383729752e-01,9.185788721629876141e-01,9.186385562686463224e-01,9.186972118474925342e-01
9.147125805638307572e-01,9.148410383550442670e-01,9.149637753043527999e-01,9.150811652521195771e-01,9.151935501605830137e-01,9.153012434408227538e-01,9.154045328715814112e-01,9.155036831671873321e-01,9.155989382428270096e-01,9.156905232179797238e-01,9.157786461926576971e-01,9.158634998259512772e-01,9.159452627420830995e-01,9.160241007855677298e-01,9.161001681440368305e-01,9.161736083547278309e-01,9.162445552084576006e-01,9.163131335630629870e-01,9.163794600767088960e-01,9.164436438701278886e-01,9.165057871256973021e-01,9.165659856302720288e-01,9.166243292678405430e-01,9.166809024673305828e-01,9.167357846102592855e-01,9.167890504023645803e-01,9.168407702128794634e-01,9.168910103846861226e-01,9.169398335182276094e-01,9.169872987317284618e-01,9.170334619000026777e-01,9.170783758738726421e-01,9.171220906820151120e-01,9.171646537168515190e-01,9.172061099059366507e-01,9.172465018701485562e-01,9.172858700698488521e-01,9.173242529400699175e-01,9.173616870156762193e-01,9.173982070473568617e-01,9.174338461092251817e-01,9.174686356987227231e-01,9.175026058294647457e-01,9.175357851176011437e-01,9.175682008622143560e-01,9.175998791202306659e-01,9.176308447762762111e-01,9.176611216078706112e-01,9.176907323463178168e-01,9.177196987336230238e-01,9.177480415757319765e-01,9.177757807923706546e-01,9.178029354637325943e-01,9.178295238742466555e-01,9.178555635536342905e-01,9.178810713154510470e-01,9.179060632932893871e-01,9.179305549748089099e-01,9.179545612337410843e-01,9.179780963600117083e-01,9.180011740881052207e-01,9.180238076237929867e-01,9.180460096693311423e-01,9.180677924472323559e-01,9.180891677227028813e-01,9.181101468248316078e-01,9.181307406666128212e-01,9.181509597638748410e-01,9.181708142531853634e-01,9.181903139087963517e-01
9.450124735841182178e-01,9.451130164537925316e-01,9.452091169183246544e-01,9.453010630399187875e-01,9.453891185023315380e-01,9.454735251363473036e-01,9.455545051376763599e-01,9.456322630201074997e-01,9.457069873400674176e-01,9.457788522232005723e-01,9.458480187189891586e-01,9.459146360055948888e-01,9.459788424638939652e-01,9.460407666369786694e-01,9.461005280891267022e-01,9.461582381763156135e-01,9.462140007387299656e-01,9.462679127243235344e-01,9.463200647513112518e-01,9.463705416164593931e-01,9.464194227551694372e-01,9.464667826586075083e-01,9.465126912524847169e-01,9.465572142415427104e-01,9.466004134233088063e-01,9.466423469742766272e-01,9.466830697112953441e-01,9.467226333306391073e-01,9.467610866269482450e-01,9.467984756939928914e-01,9.468348441089946554e-01,9.468702331020568685e-01,9.469046817120877479e-01,9.469382269304575939e-01,9.469709038334989115e-01,9.470027457048503239e-01,9.470337841485378938e-01,9.470640491936050953e-01,9.470935693910161879e-01,9.471223719034932431e-01,9.471504825888782397e-01,9.471779260775607945e-01,9.472047258444564743e-01,9.472309042759792241e-01,9.472564827324089221e-01,9.472814816060191045e-01,9.473059203752983715e-01,9.473298176555666750e-01,9.473531912462646032e-01,9.473760581751672349e-01,9.473984347397539363e-01,9.474203365459439308e-01,9.474417785443937090e-01,9.474627750645309154e-01,9.474833398464890255e-01,9.475034860710929152e-01,9.475232263880306594e-01,9.475425729423403443e-01,9.475615373993278023e-01,9.475801309680211837e-01,9.475983644232642833e-01,9.476162481265369975e-01,9.476337920455903951e-01,9.476510057729721215e-01,9.476678985435159630e-01,9.476844792508621884e-01,9.477007564630709480e-01,9.477167384373852421e-01,9.477324331341986374e-01,9.477478482302763574e-01
9.543585868064856648e-01,9.546812596312745924e-01,9.549932191541743443e-01,9.552949902129470594e-01,9.555870639142254319e-01,9.558699003005189931e-01,9.561439307681156574e-01,9.564095602626048187e-01,9.566671692755246426e-01,9.569171156628374364e-01,9.571597363035099226e-01,9.573953486143649272e-01,9.576242519355280258e-01,9.578467287991856427e-01,9.580630460929598913e-01,9.582734561279755425e-01,9.584781976206039333e-01,9.586774965959146133e-01,9.588715672200260887e-01,9.590606125677958449e-01,9.592448253316385731e-01,9.594243884766702202e-01,9.595994758468625596e-01,9.597702527264289074e-01,9.599368763602512677e-01,9.600994964367938200e-01,9.602582555366200312e-01,9.604132895493383559e-01,9.605647280615380312e-01,9.607126947180446574e-01,9.608573075586102075e-01,9.609986793319661436e-01,9.611369177889941273e-01,9.612721259566171517e-01,9.614044023938754790e-01,9.615338414315216520e-01,9.616605333963627045e-01,9.617845648214677912e-01,9.619060186432699666e-01,9.620249743865071368e-01,9.621415083378666022e-01,9.622556937091306661e-01,9.623676007905577201e-01,9.624772970951721573e-01,9.625848474945867261e-01,9.626903143469308644e-01,9.627937576174159240e-01,9.628952349920257836e-01,9.629948019847873741e-01,9.630925120390384508e-01,9.631884166230826327e-01,9.632825653205898675e-01,9.633750059160769430e-01,9.634657844757770206e-01,9.635549454241864042e-01,9.636425316165548871e-01,9.637285844075694774e-01,9.638131437164614290e-01,9.638962480887527384e-01,9.639779347548427246e-01,9.640582396856213210e-01,9.641371976452843828e-01,9.642148422415126596e-01,9.642912059731685304e-01,9.643663202756507236e-01,9.644402155640410257e-01,9.645129212741673230e-01,9.645844659016996614e-01,9.646548770393877925e-01,9.647241814125424586e-01
9.439729777579349834e-01,9.443700777607038077e-01,9.447545566809170126e-01,9.451270068124321133e-01,9.454879839589678259e-01,9.458380102015918611e-01,9.461775764181025172e-01,9.465071445798707295e-01,9.468271498487433879e-01,9.471380024940239117e-01,9.474400896472852107e-01,9.477337769108001853e-01,9.480194098336378605e-01,9.482973152679576856e-01,9.485678026166937116e-01,9.488311649826418614e-01,9.490876802279221147e-01,9.493376119518672773e-01,9.495812103945721061e-01,9.498187132726135795e-01,9.500503465528106206e-01,9.502763251693154833e-01,9.504968536888218633e-01,9.507121269282162723e-01,9.509223305285926520e-01,9.511276414891852715e-01,9.513282286644477725e-01,9.515242532272115694e-01,9.517158691005945803e-01,9.519032233610926763e-01,9.520864566150719632e-01,9.522657033506871649e-01,9.524410922670786261e-01,9.526127465825394713e-01,9.527807843232045659e-01,9.529453185936829218e-01,9.531064578309371704e-01,9.532643060426072568e-01,9.534189630308805841e-01,9.535705246029186899e-01,9.537190827687751504e-01,9.538647259276629153e-01,9.540075390433627733e-01,9.541476038095052514e-01,9.542849988054012966e-01,9.544197996430461295e-01,9.545520791058742516e-01,9.546819072798002903e-01,9.548093516770425060e-01,9.549344773531867059e-01,9.550573470179191116e-01,9.551780211398227527e-01,9.552965580456057593e-01,9.554130140141040561e-01,9.555274433653759836e-01,9.556398985451864947e-01,9.557504302051548217e-01,9.558590872788256254e-01,9.559659170539012152e-01,9.560709652408607706e-01,9.561742760381739537e-01,9.562758921943063095e-01,9.563758550666978664e-01,9.564742046778856865e-01,9.565709797689317950e-01,9.566662178503051450e-01,9.567599552503576188e-01,9.568522271615279573e-01,9.569430676843937444e-01,9.570325098696900179e-01
9.438987050984687377e-01,9.442777904537855704e-01,9.446435773461110408e-01,9.449967534858190188e-01,9.453379599682570911e-01,9.456677951575620522e-01,9.459868181885342509e-01,9.462955521296863015e-01,9.465944868451066085e-01,9.468840815880718020e-01,9.471647673552942015e-01,9.474369490271838945e-01,9.477010073164804371e-01,9.479573005449766221e-01,9.482061662657708112e-01,9.484479227464928108e-01,9.486828703272075503e-01,9.489112926651797064e-01,9.491334578773442665e-01,9.493496195901600654e-01,9.495600179054884959e-01,9.497648802902300957e-01,9.499644223966495771e-01,9.501588488196089921e-01,9.503483537962975625e-01,9.505331218534903703e-01,9.507133284068680634e-01,9.508891403164909661e-01,9.510607164021241955e-01,9.512282079217584396e-01,9.513917590163580851e-01,9.515515071235846056e-01,9.517075833629911052e-01,9.518601128949574219e-01,9.520092152554296971e-01,9.521550046683483481e-01,9.522975903374780726e-01,9.524370767192077425e-01,9.525735637777537068e-01,9.527071472240744576e-01,9.528379187396983641e-01,9.529659661865638176e-01,9.530913738038810923e-01,9.532142223929428448e-01,9.533345894907357954e-01,9.534525495331362954e-01,9.535681740084126501e-01,9.536815316016989952e-01,9.537926883310534620e-01,9.539017076756691749e-01,9.540086506967582203e-01,9.541135761515947555e-01,9.542165406011638984e-01,9.543175985118300675e-01,9.544168023514104648e-01,9.545142026800080837e-01,9.546098482359356430e-01,9.547037860170369816e-01,9.547960613576903510e-01,9.548867180017605039e-01,9.549757981717438282e-01,9.550633426343380084e-01,9.551493907626490421e-01,9.552339805952363427e-01,9.553171488921801124e-01,9.553989311883460678e-01,9.554793618440089453e-01,9.555584740929874421e-01,9.556363000884299241e-01,9.557128709463861282e-01
9.521150234941406776e-01,9.523557953519166119e-01,9.525869035609875191e-01,9.528089184676863388e-01,9.530223664020106566e-01,9.532277338434360647e-01,9.534254711224030565e-01,9.536159957167563705e-01,9.537996951939218260e-01,9.539769298424560784e-01,9.541480350305693303e-01,9.543133233241058999e-01,9.544730863921278008e-01,9.546275967245397842e-01,9.547771091830382639e-01,9.549218624039511605e-01,9.550620800692122270e-01,9.551979720597084667e-01,9.553297355035068605e-01,9.554575557299720412e-01,9.555816071394875877e-01,9.557020539973611895e-01,9.558190511595174854e-01,9.559327447367169661e-01,9.560432727032921463e-01,9.561507654557357405e-01,9.562553463258917086e-01,9.563571320530002140e-01,9.564562332183906834e-01,9.565527546462291308e-01,9.566467957733711946e-01,9.567384509910640267e-01,9.568278099609677234e-01,9.569149579077166345e-01,9.569999758900308295e-01,9.570829410521886071e-01,9.571639268575002912e-01,9.572430033052682363e-01,9.573202371325812976e-01,9.573956920021635675e-01,9.574694286773921537e-01,9.575415051854925252e-01,9.576119769698340223e-01,9.576808970321647463e-01,9.577483160655535510e-01,9.578142825787395731e-01,9.578788430125295683e-01,9.579420418488312494e-01,9.580039217128599738e-01,9.580645234690117196e-01,9.581238863108572090e-01,9.581820478456709589e-01,9.582390441738816156e-01,9.582949099637930734e-01,9.583496785219041136e-01,9.584033818591243259e-01,9.584560507531633133e-01,9.585077148073503084e-01,9.585584025061174573e-01,9.586081412673683744e-01,9.586569574919313608e-01,9.587048766102879149e-01,9.587519231267466191e-01,9.587981206612269380e-01,9.588434919888004782e-01,9.588880590771301504e-01,9.589318431219354677e-01,9.589748645806045468e-01,9.590171432040656141e-01,9.590586980670217088e-01
